State,Country,Date,Measure,value,daily_change
Cayman Islands,UK,2020-03-30,confirmed,12,4
Channel Islands,UK,2020-03-30,confirmed,141,33
Chongqing,China,2020-03-30,confirmed,579,0
Curacao,Netherlands,2020-03-30,confirmed,11,3
Diamond Princess,Canada,2020-03-30,confirmed,0,0
Falkland Islands (Islas Malvinas),UK,2020-03-30,confirmed,0,0
Faroe Islands,Denmark,2020-03-30,confirmed,168,9
French Guiana,France,2020-03-30,confirmed,43,15
French Polynesia,France,2020-03-30,confirmed,36,6
Fujian,China,2020-03-30,confirmed,340,2
Gansu,China,2020-03-30,confirmed,138,0
Gibraltar,UK,2020-03-30,confirmed,69,4
Grand Princess,Canada,2020-03-30,confirmed,13,0
Greenland,Denmark,2020-03-30,confirmed,10,0
Guadeloupe,France,2020-03-30,confirmed,106,0
Guangdong,China,2020-03-30,confirmed,1484,9
Guangxi,China,2020-03-30,confirmed,254,0
Guizhou,China,2020-03-30,confirmed,146,0
Hainan,China,2020-03-30,confirmed,168,0
Hebei,China,2020-03-30,confirmed,321,2
Heilongjiang,China,2020-03-30,confirmed,484,0
Henan,China,2020-03-30,confirmed,1276,0
Hong Kong,China,2020-03-30,confirmed,682,41
Hubei,China,2020-03-30,confirmed,67801,0
Hunan,China,2020-03-30,confirmed,1018,0
Inner Mongolia,China,2020-03-30,confirmed,97,2
Isle of Man,UK,2020-03-30,confirmed,49,7
Jiangsu,China,2020-03-30,confirmed,645,1
Jiangxi,China,2020-03-30,confirmed,937,0
Jilin,China,2020-03-30,confirmed,98,0
Liaoning,China,2020-03-30,confirmed,136,2
Macau,China,2020-03-30,confirmed,38,1
Manitoba,Canada,2020-03-30,confirmed,96,24
Martinique,France,2020-03-30,confirmed,93,0
Mayotte,France,2020-03-30,confirmed,82,19
Montserrat,UK,2020-03-30,confirmed,5,0
New Brunswick,Canada,2020-03-30,confirmed,68,2
New Caledonia,France,2020-03-30,confirmed,15,0
New South Wales,Australia,2020-03-30,confirmed,2032,241
Newfoundland and Labrador,Canada,2020-03-30,confirmed,148,13
Ningxia,China,2020-03-30,confirmed,75,0
Northern Territory,Australia,2020-03-30,confirmed,15,0
Northwest Territories,Canada,2020-03-30,confirmed,1,0
Nova Scotia,Canada,2020-03-30,confirmed,127,5
Ontario,Canada,2020-03-30,confirmed,1706,351
Prince Edward Island,Canada,2020-03-30,confirmed,18,7
Qinghai,China,2020-03-30,confirmed,18,0
Quebec,Canada,2020-03-30,confirmed,3430,590
Queensland,Australia,2020-03-30,confirmed,689,33
Recovered,Canada,2020-03-30,confirmed,0,0
Reunion,France,2020-03-30,confirmed,224,41
Saint Barthelemy,France,2020-03-30,confirmed,6,1
Saint Pierre and Miquelon,France,2020-03-30,confirmed,0,0
Saskatchewan,Canada,2020-03-30,confirmed,156,0
Shaanxi,China,2020-03-30,confirmed,253,0
Shandong,China,2020-03-30,confirmed,773,1
Shanghai,China,2020-03-30,confirmed,498,6
Shanxi,China,2020-03-30,confirmed,136,0
Sichuan,China,2020-03-30,confirmed,550,0
Sint Maarten,Netherlands,2020-03-30,confirmed,6,0
South Australia,Australia,2020-03-30,confirmed,305,6
St Martin,France,2020-03-30,confirmed,15,4
Tasmania,Australia,2020-03-30,confirmed,66,0
Tianjin,China,2020-03-30,confirmed,174,8
Tibet,China,2020-03-30,confirmed,1,0
Turks and Caicos Islands,UK,2020-03-30,confirmed,5,1
Victoria,Australia,2020-03-30,confirmed,821,52
Western Australia,Australia,2020-03-30,confirmed,355,44
Xinjiang,China,2020-03-30,confirmed,76,0
Yukon,Canada,2020-03-30,confirmed,4,0
Yunnan,China,2020-03-30,confirmed,180,0
Zhejiang,China,2020-03-30,confirmed,1255,1
,Afghanistan,2020-03-30,confirmed,170,50
,Albania,2020-03-30,confirmed,223,11
,Algeria,2020-03-30,confirmed,584,73
,Andorra,2020-03-30,confirmed,370,36
,Angola,2020-03-30,confirmed,7,0
,Antigua and Barbuda,2020-03-30,confirmed,7,0
,Argentina,2020-03-30,confirmed,820,75
,Armenia,2020-03-30,confirmed,482,58
,Austria,2020-03-30,confirmed,9618,830
,Azerbaijan,2020-03-30,confirmed,273,64
,Bahamas,2020-03-30,confirmed,14,3
,Bahrain,2020-03-30,confirmed,515,16
,Bangladesh,2020-03-30,confirmed,49,1
,Barbados,2020-03-30,confirmed,33,0
,Belarus,2020-03-30,confirmed,152,58
,Belgium,2020-03-30,confirmed,11899,1063
,Belize,2020-03-30,confirmed,3,1
,Benin,2020-03-30,confirmed,6,0
,Bhutan,2020-03-30,confirmed,4,0
,Bolivia,2020-03-30,confirmed,97,16
,Bosnia and Herzegovina,2020-03-30,confirmed,368,45
,Botswana,2020-03-30,confirmed,3,3
,Brazil,2020-03-30,confirmed,4579,323
,Brunei,2020-03-30,confirmed,127,1
,Bulgaria,2020-03-30,confirmed,359,13
,Burkina Faso,2020-03-30,confirmed,246,24
,Burma,2020-03-30,confirmed,14,4
,Burundi,2020-03-30,confirmed,0,0
,Cabo Verde,2020-03-30,confirmed,6,0
,Cambodia,2020-03-30,confirmed,107,4
,Cameroon,2020-03-30,confirmed,139,0
,Central African Republic,2020-03-30,confirmed,3,0
,Chad,2020-03-30,confirmed,5,2
,Chile,2020-03-30,confirmed,2449,310
,Colombia,2020-03-30,confirmed,798,96
,Congo (Brazzaville),2020-03-30,confirmed,19,0
,Congo (Kinshasa),2020-03-30,confirmed,81,16
,Costa Rica,2020-03-30,confirmed,330,16
,Cote d'Ivoire,2020-03-30,confirmed,168,3
,Croatia,2020-03-30,confirmed,790,77
,Cuba,2020-03-30,confirmed,170,31
,Cyprus,2020-03-30,confirmed,230,16
,Czechia,2020-03-30,confirmed,3001,184
,Denmark,2020-03-30,confirmed,2577,182
,Diamond Princess,2020-03-30,confirmed,712,0
,Djibouti,2020-03-30,confirmed,18,0
,Dominica,2020-03-30,confirmed,11,0
,Dominican Republic,2020-03-30,confirmed,901,42
,Ecuador,2020-03-30,confirmed,1962,38
,Egypt,2020-03-30,confirmed,656,47
,El Salvador,2020-03-30,confirmed,30,6
,Equatorial Guinea,2020-03-30,confirmed,12,0
,Eritrea,2020-03-30,confirmed,12,0
,Estonia,2020-03-30,confirmed,715,36
,Eswatini,2020-03-30,confirmed,9,0
,Ethiopia,2020-03-30,confirmed,23,2
,Fiji,2020-03-30,confirmed,5,0
,Finland,2020-03-30,confirmed,1352,112
,France,2020-03-30,confirmed,44550,4376
,Gabon,2020-03-30,confirmed,7,0
,Gambia,2020-03-30,confirmed,4,0
,Georgia,2020-03-30,confirmed,103,12
,Germany,2020-03-30,confirmed,66885,4790
,Ghana,2020-03-30,confirmed,152,0
,Greece,2020-03-30,confirmed,1212,56
,Grenada,2020-03-30,confirmed,9,0
,Guatemala,2020-03-30,confirmed,36,2
,Guinea,2020-03-30,confirmed,22,6
,Guinea-Bissau,2020-03-30,confirmed,8,6
,Guyana,2020-03-30,confirmed,8,0
,Haiti,2020-03-30,confirmed,15,0
,Holy See,2020-03-30,confirmed,6,0
,Honduras,2020-03-30,confirmed,139,29
,Hungary,2020-03-30,confirmed,447,39
,Iceland,2020-03-30,confirmed,1086,66
,India,2020-03-30,confirmed,1251,227
,Indonesia,2020-03-30,confirmed,1414,129
,Iran,2020-03-30,confirmed,41495,3186
,Iraq,2020-03-30,confirmed,630,83
,Ireland,2020-03-30,confirmed,2910,295
,Israel,2020-03-30,confirmed,4695,448
,Italy,2020-03-30,confirmed,101739,4050
,Jamaica,2020-03-30,confirmed,36,4
,Japan,2020-03-30,confirmed,1866,0
,Jordan,2020-03-30,confirmed,268,9
,Kazakhstan,2020-03-30,confirmed,302,18
,Kenya,2020-03-30,confirmed,50,8
,"Korea, South",2020-03-30,confirmed,9661,78
,Kosovo,2020-03-30,confirmed,94,0
,Kuwait,2020-03-30,confirmed,266,11
,Kyrgyzstan,2020-03-30,confirmed,94,10
,Laos,2020-03-30,confirmed,8,0
,Latvia,2020-03-30,confirmed,376,29
,Lebanon,2020-03-30,confirmed,446,8
,Liberia,2020-03-30,confirmed,3,0
,Libya,2020-03-30,confirmed,8,0
,Liechtenstein,2020-03-30,confirmed,62,6
,Lithuania,2020-03-30,confirmed,491,31
,Luxembourg,2020-03-30,confirmed,1988,38
,Madagascar,2020-03-30,confirmed,43,4
,Malawi,2020-03-30,confirmed,0,0
,Malaysia,2020-03-30,confirmed,2626,156
,Maldives,2020-03-30,confirmed,17,0
,Mali,2020-03-30,confirmed,25,7
,Malta,2020-03-30,confirmed,156,5
,Mauritania,2020-03-30,confirmed,5,0
,Mauritius,2020-03-30,confirmed,128,21
,Mexico,2020-03-30,confirmed,993,145
,Moldova,2020-03-30,confirmed,298,35
,Monaco,2020-03-30,confirmed,49,3
,Mongolia,2020-03-30,confirmed,12,0
,Montenegro,2020-03-30,confirmed,91,6
,Morocco,2020-03-30,confirmed,556,77
,Mozambique,2020-03-30,confirmed,8,0
,MS Zaandam,2020-03-30,confirmed,2,0
,Namibia,2020-03-30,confirmed,11,0
,Nepal,2020-03-30,confirmed,5,0
,Netherlands,2020-03-30,confirmed,11750,884
,New Zealand,2020-03-30,confirmed,589,75
,Nicaragua,2020-03-30,confirmed,4,0
,Niger,2020-03-30,confirmed,27,9
,Nigeria,2020-03-30,confirmed,131,20
,North Macedonia,2020-03-30,confirmed,285,26
,Norway,2020-03-30,confirmed,4445,161
,Oman,2020-03-30,confirmed,179,12
,Pakistan,2020-03-30,confirmed,1717,120
,Panama,2020-03-30,confirmed,989,88
,Papua New Guinea,2020-03-30,confirmed,1,0
,Paraguay,2020-03-30,confirmed,64,5
,Peru,2020-03-30,confirmed,950,98
,Philippines,2020-03-30,confirmed,1546,128
,Poland,2020-03-30,confirmed,2055,193
,Portugal,2020-03-30,confirmed,6408,446
,Qatar,2020-03-30,confirmed,693,59
,Romania,2020-03-30,confirmed,2109,294
,Russia,2020-03-30,confirmed,1836,302
,Rwanda,2020-03-30,confirmed,70,0
,Saint Kitts and Nevis,2020-03-30,confirmed,7,5
,Saint Lucia,2020-03-30,confirmed,9,0
,Saint Vincent and the Grenadines,2020-03-30,confirmed,1,0
,San Marino,2020-03-30,confirmed,230,6
,Saudi Arabia,2020-03-30,confirmed,1453,154
,Senegal,2020-03-30,confirmed,162,20
,Serbia,2020-03-30,confirmed,785,44
,Seychelles,2020-03-30,confirmed,8,0
,Sierra Leone,2020-03-30,confirmed,0,0
,Singapore,2020-03-30,confirmed,879,35
,Slovakia,2020-03-30,confirmed,336,22
,Slovenia,2020-03-30,confirmed,756,26
,Somalia,2020-03-30,confirmed,3,0
,South Africa,2020-03-30,confirmed,1326,46
,South Sudan,2020-03-30,confirmed,0,0
,Spain,2020-03-30,confirmed,87956,7846
,Sri Lanka,2020-03-30,confirmed,122,5
,Sudan,2020-03-30,confirmed,6,0
,Suriname,2020-03-30,confirmed,8,0
,Sweden,2020-03-30,confirmed,4028,328
,Switzerland,2020-03-30,confirmed,15922,1093
,Syria,2020-03-30,confirmed,10,1
,Taiwan,2020-03-30,confirmed,306,8
,Tanzania,2020-03-30,confirmed,19,5
,Thailand,2020-03-30,confirmed,1524,136
,Timor-Leste,2020-03-30,confirmed,1,0
,Togo,2020-03-30,confirmed,30,5
,Trinidad and Tobago,2020-03-30,confirmed,82,4
,Tunisia,2020-03-30,confirmed,312,0
,Turkey,2020-03-30,confirmed,10827,1610
,Uganda,2020-03-30,confirmed,33,0
,Ukraine,2020-03-30,confirmed,548,73
,UAE,2020-03-30,confirmed,611,41
,UK,2020-03-30,confirmed,22141,2619
,Uruguay,2020-03-30,confirmed,310,6
,US,2020-03-30,confirmed,161807,20921
,Uzbekistan,2020-03-30,confirmed,149,5
,Venezuela,2020-03-30,confirmed,135,16
,Vietnam,2020-03-30,confirmed,203,15
,West Bank and Gaza,2020-03-30,confirmed,116,7
,Western Sahara,2020-03-30,confirmed,0,0
,Zambia,2020-03-30,confirmed,35,6
,Zimbabwe,2020-03-30,confirmed,7,0
Alberta,Canada,2020-03-30,deaths,3,1
Anguilla,UK,2020-03-30,deaths,0,0
Anhui,China,2020-03-30,deaths,6,0
Aruba,Netherlands,2020-03-30,deaths,0,0
Australian Capital Territory,Australia,2020-03-30,deaths,1,1
Beijing,China,2020-03-30,deaths,8,0
Bermuda,UK,2020-03-30,deaths,0,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-03-30,deaths,0,0
British Columbia,Canada,2020-03-30,deaths,19,2
British Virgin Islands,UK,2020-03-30,deaths,0,0
Cayman Islands,UK,2020-03-30,deaths,1,0
Channel Islands,UK,2020-03-30,deaths,2,0
Chongqing,China,2020-03-30,deaths,6,0
Curacao,Netherlands,2020-03-30,deaths,1,0
Diamond Princess,Canada,2020-03-30,deaths,1,0
Falkland Islands (Islas Malvinas),UK,2020-03-30,deaths,0,0
Faroe Islands,Denmark,2020-03-30,deaths,0,0
French Guiana,France,2020-03-30,deaths,0,0
French Polynesia,France,2020-03-30,deaths,0,0
Fujian,China,2020-03-30,deaths,1,0
Gansu,China,2020-03-30,deaths,2,0
Gibraltar,UK,2020-03-30,deaths,0,0
Grand Princess,Canada,2020-03-30,deaths,0,0
Greenland,Denmark,2020-03-30,deaths,0,0
Guadeloupe,France,2020-03-30,deaths,4,0
Guangdong,China,2020-03-30,deaths,8,0
Guangxi,China,2020-03-30,deaths,2,0
Guizhou,China,2020-03-30,deaths,2,0
Hainan,China,2020-03-30,deaths,6,0
Hebei,China,2020-03-30,deaths,6,0
Heilongjiang,China,2020-03-30,deaths,13,0
Henan,China,2020-03-30,deaths,22,0
Hong Kong,China,2020-03-30,deaths,4,0
Hubei,China,2020-03-30,deaths,3186,4
Hunan,China,2020-03-30,deaths,4,0
Inner Mongolia,China,2020-03-30,deaths,1,0
Isle of Man,UK,2020-03-30,deaths,0,0
Jiangsu,China,2020-03-30,deaths,0,0
Jiangxi,China,2020-03-30,deaths,1,0
Jilin,China,2020-03-30,deaths,1,0
Liaoning,China,2020-03-30,deaths,2,0
Macau,China,2020-03-30,deaths,0,0
Manitoba,Canada,2020-03-30,deaths,1,0
Martinique,France,2020-03-30,deaths,1,0
Mayotte,France,2020-03-30,deaths,0,0
Montserrat,UK,2020-03-30,deaths,0,0
New Brunswick,Canada,2020-03-30,deaths,0,0
New Caledonia,France,2020-03-30,deaths,0,0
New South Wales,Australia,2020-03-30,deaths,8,0
Newfoundland and Labrador,Canada,2020-03-30,deaths,1,1
Ningxia,China,2020-03-30,deaths,0,0
Northern Territory,Australia,2020-03-30,deaths,0,0
Northwest Territories,Canada,2020-03-30,deaths,0,0
Nova Scotia,Canada,2020-03-30,deaths,0,0
Ontario,Canada,2020-03-30,deaths,31,10
Prince Edward Island,Canada,2020-03-30,deaths,0,0
Qinghai,China,2020-03-30,deaths,0,0
Quebec,Canada,2020-03-30,deaths,22,0
Queensland,Australia,2020-03-30,deaths,2,0
Recovered,Canada,2020-03-30,deaths,0,0
Reunion,France,2020-03-30,deaths,0,0
Saint Barthelemy,France,2020-03-30,deaths,0,0
Saint Pierre and Miquelon,France,2020-03-30,deaths,0,0
Saskatchewan,Canada,2020-03-30,deaths,2,2
Shaanxi,China,2020-03-30,deaths,3,0
Shandong,China,2020-03-30,deaths,7,0
Shanghai,China,2020-03-30,deaths,5,0
Shanxi,China,2020-03-30,deaths,0,0
Sichuan,China,2020-03-30,deaths,3,0
Sint Maarten,Netherlands,2020-03-30,deaths,0,0
South Australia,Australia,2020-03-30,deaths,0,0
St Martin,France,2020-03-30,deaths,1,1
Tasmania,Australia,2020-03-30,deaths,0,0
Tianjin,China,2020-03-30,deaths,3,0
Tibet,China,2020-03-30,deaths,0,0
Turks and Caicos Islands,UK,2020-03-30,deaths,0,0
Victoria,Australia,2020-03-30,deaths,4,0
Western Australia,Australia,2020-03-30,deaths,2,0
Xinjiang,China,2020-03-30,deaths,3,0
Yukon,Canada,2020-03-30,deaths,0,0
Yunnan,China,2020-03-30,deaths,2,0
Zhejiang,China,2020-03-30,deaths,1,0
,Afghanistan,2020-03-30,deaths,4,0
,Albania,2020-03-30,deaths,11,1
,Algeria,2020-03-30,deaths,35,4
,Andorra,2020-03-30,deaths,8,2
,Angola,2020-03-30,deaths,2,0
,Antigua and Barbuda,2020-03-30,deaths,0,0
,Argentina,2020-03-30,deaths,23,4
,Armenia,2020-03-30,deaths,3,0
,Austria,2020-03-30,deaths,108,22
,Azerbaijan,2020-03-30,deaths,4,0
,Bahamas,2020-03-30,deaths,0,0
,Bahrain,2020-03-30,deaths,4,0
,Bangladesh,2020-03-30,deaths,5,0
,Barbados,2020-03-30,deaths,0,0
,Belarus,2020-03-30,deaths,0,0
,Belgium,2020-03-30,deaths,513,82
,Belize,2020-03-30,deaths,0,0
,Benin,2020-03-30,deaths,0,0
,Bhutan,2020-03-30,deaths,0,0
,Bolivia,2020-03-30,deaths,4,3
,Bosnia and Herzegovina,2020-03-30,deaths,10,4
,Botswana,2020-03-30,deaths,0,0
,Brazil,2020-03-30,deaths,159,23
,Brunei,2020-03-30,deaths,1,0
,Bulgaria,2020-03-30,deaths,8,0
,Burkina Faso,2020-03-30,deaths,12,0
,Burma,2020-03-30,deaths,0,0
,Burundi,2020-03-30,deaths,0,0
,Cabo Verde,2020-03-30,deaths,1,0
,Cambodia,2020-03-30,deaths,0,0
,Cameroon,2020-03-30,deaths,6,0
,Central African Republic,2020-03-30,deaths,0,0
,Chad,2020-03-30,deaths,0,0
,Chile,2020-03-30,deaths,8,1
,Colombia,2020-03-30,deaths,12,2
,Congo (Brazzaville),2020-03-30,deaths,0,0
,Congo (Kinshasa),2020-03-30,deaths,8,2
,Costa Rica,2020-03-30,deaths,2,0
,Cote d'Ivoire,2020-03-30,deaths,1,0
,Croatia,2020-03-30,deaths,6,0
,Cuba,2020-03-30,deaths,4,1
,Cyprus,2020-03-30,deaths,7,2
,Czechia,2020-03-30,deaths,23,7
,Denmark,2020-03-30,deaths,77,5
,Diamond Princess,2020-03-30,deaths,10,0
,Djibouti,2020-03-30,deaths,0,0
,Dominica,2020-03-30,deaths,0,0
,Dominican Republic,2020-03-30,deaths,42,3
,Ecuador,2020-03-30,deaths,60,2
,Egypt,2020-03-30,deaths,41,1
,El Salvador,2020-03-30,deaths,0,0
,Equatorial Guinea,2020-03-30,deaths,0,0
,Eritrea,2020-03-30,deaths,0,0
,Estonia,2020-03-30,deaths,3,0
,Eswatini,2020-03-30,deaths,0,0
,Ethiopia,2020-03-30,deaths,0,0
,Fiji,2020-03-30,deaths,0,0
,Finland,2020-03-30,deaths,13,2
,France,2020-03-30,deaths,3024,418
,Gabon,2020-03-30,deaths,1,0
,Gambia,2020-03-30,deaths,1,0
,Georgia,2020-03-30,deaths,0,0
,Germany,2020-03-30,deaths,645,112
,Ghana,2020-03-30,deaths,5,0
,Greece,2020-03-30,deaths,43,5
,Grenada,2020-03-30,deaths,0,0
,Guatemala,2020-03-30,deaths,1,0
,Guinea,2020-03-30,deaths,0,0
,Guinea-Bissau,2020-03-30,deaths,0,0
,Guyana,2020-03-30,deaths,1,0
,Haiti,2020-03-30,deaths,0,0
,Holy See,2020-03-30,deaths,0,0
,Honduras,2020-03-30,deaths,7,4
,Hungary,2020-03-30,deaths,15,2
,Iceland,2020-03-30,deaths,2,0
,India,2020-03-30,deaths,32,5
,Indonesia,2020-03-30,deaths,122,8
,Iran,2020-03-30,deaths,2757,117
,Iraq,2020-03-30,deaths,46,4
,Ireland,2020-03-30,deaths,54,8
,Israel,2020-03-30,deaths,16,1
,Italy,2020-03-30,deaths,11591,812
,Jamaica,2020-03-30,deaths,1,0
,Japan,2020-03-30,deaths,54,0
,Jordan,2020-03-30,deaths,5,2
,Kazakhstan,2020-03-30,deaths,1,0
,Kenya,2020-03-30,deaths,1,0
,"Korea, South",2020-03-30,deaths,158,6
,Kosovo,2020-03-30,deaths,1,0
,Kuwait,2020-03-30,deaths,0,0
,Kyrgyzstan,2020-03-30,deaths,0,0
,Laos,2020-03-30,deaths,0,0
,Latvia,2020-03-30,deaths,0,0
,Lebanon,2020-03-30,deaths,11,1
,Liberia,2020-03-30,deaths,0,0
,Libya,2020-03-30,deaths,0,0
,Liechtenstein,2020-03-30,deaths,0,0
,Lithuania,2020-03-30,deaths,7,0
,Luxembourg,2020-03-30,deaths,22,1
,Madagascar,2020-03-30,deaths,0,0
,Malawi,2020-03-30,deaths,0,0
,Malaysia,2020-03-30,deaths,37,2
,Maldives,2020-03-30,deaths,0,0
,Mali,2020-03-30,deaths,2,1
,Malta,2020-03-30,deaths,0,0
,Mauritania,2020-03-30,deaths,1,1
,Mauritius,2020-03-30,deaths,3,0
,Mexico,2020-03-30,deaths,20,4
,Moldova,2020-03-30,deaths,2,0
,Monaco,2020-03-30,deaths,1,0
,Mongolia,2020-03-30,deaths,0,0
,Montenegro,2020-03-30,deaths,1,0
,Morocco,2020-03-30,deaths,33,7
,Mozambique,2020-03-30,deaths,0,0
,MS Zaandam,2020-03-30,deaths,0,0
,Namibia,2020-03-30,deaths,0,0
,Nepal,2020-03-30,deaths,0,0
,Netherlands,2020-03-30,deaths,864,93
,New Zealand,2020-03-30,deaths,1,0
,Nicaragua,2020-03-30,deaths,1,0
,Niger,2020-03-30,deaths,3,2
,Nigeria,2020-03-30,deaths,2,1
,North Macedonia,2020-03-30,deaths,7,1
,Norway,2020-03-30,deaths,32,7
,Oman,2020-03-30,deaths,0,0
,Pakistan,2020-03-30,deaths,21,7
,Panama,2020-03-30,deaths,24,7
,Papua New Guinea,2020-03-30,deaths,0,0
,Paraguay,2020-03-30,deaths,3,0
,Peru,2020-03-30,deaths,24,6
,Philippines,2020-03-30,deaths,78,7
,Poland,2020-03-30,deaths,31,9
,Portugal,2020-03-30,deaths,140,21
,Qatar,2020-03-30,deaths,1,0
,Romania,2020-03-30,deaths,65,22
,Russia,2020-03-30,deaths,9,1
,Rwanda,2020-03-30,deaths,0,0
,Saint Kitts and Nevis,2020-03-30,deaths,0,0
,Saint Lucia,2020-03-30,deaths,0,0
,Saint Vincent and the Grenadines,2020-03-30,deaths,0,0
,San Marino,2020-03-30,deaths,25,3
,Saudi Arabia,2020-03-30,deaths,8,0
,Senegal,2020-03-30,deaths,0,0
,Serbia,2020-03-30,deaths,16,3
,Seychelles,2020-03-30,deaths,0,0
,Sierra Leone,2020-03-30,deaths,0,0
,Singapore,2020-03-30,deaths,3,0
,Slovakia,2020-03-30,deaths,0,0
,Slovenia,2020-03-30,deaths,11,0
,Somalia,2020-03-30,deaths,0,0
,South Africa,2020-03-30,deaths,3,1
,South Sudan,2020-03-30,deaths,0,0
,Spain,2020-03-30,deaths,7716,913
,Sri Lanka,2020-03-30,deaths,2,1
,Sudan,2020-03-30,deaths,2,1
,Suriname,2020-03-30,deaths,0,0
,Sweden,2020-03-30,deaths,146,36
,Switzerland,2020-03-30,deaths,359,59
,Syria,2020-03-30,deaths,2,1
,Taiwan,2020-03-30,deaths,5,3
,Tanzania,2020-03-30,deaths,0,0
,Thailand,2020-03-30,deaths,9,2
,Timor-Leste,2020-03-30,deaths,0,0
,Togo,2020-03-30,deaths,1,0
,Trinidad and Tobago,2020-03-30,deaths,3,0
,Tunisia,2020-03-30,deaths,8,0
,Turkey,2020-03-30,deaths,168,37
,Uganda,2020-03-30,deaths,0,0
,Ukraine,2020-03-30,deaths,13,3
,UAE,2020-03-30,deaths,5,2
,UK,2020-03-30,deaths,1408,180
,Uruguay,2020-03-30,deaths,1,0
,US,2020-03-30,deaths,2978,511
,Uzbekistan,2020-03-30,deaths,2,0
,Venezuela,2020-03-30,deaths,3,1
,Vietnam,2020-03-30,deaths,0,0
,West Bank and Gaza,2020-03-30,deaths,1,0
,Western Sahara,2020-03-30,deaths,0,0
,Zambia,2020-03-30,deaths,0,0
,Zimbabwe,2020-03-30,deaths,1,0
Alberta,Canada,2020-03-30,recovered,0,0
Anguilla,UK,2020-03-30,recovered,0,0
Anhui,China,2020-03-30,recovered,984,0
Aruba,Netherlands,2020-03-30,recovered,1,0
Australian Capital Territory,Australia,2020-03-30,recovered,2,0
Beijing,China,2020-03-30,recovered,415,3
Bermuda,UK,2020-03-30,recovered,2,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-03-30,recovered,0,0
British Columbia,Canada,2020-03-30,recovered,0,0
British Virgin Islands,UK,2020-03-30,recovered,0,0
Cayman Islands,UK,2020-03-30,recovered,0,0
Channel Islands,UK,2020-03-30,recovered,0,0
Chongqing,China,2020-03-30,recovered,570,0
Curacao,Netherlands,2020-03-30,recovered,2,0
Diamond Princess,Canada,2020-03-30,recovered,0,0
Falkland Islands (Islas Malvinas),UK,2020-03-30,recovered,0,0
Faroe Islands,Denmark,2020-03-30,recovered,70,0
French Guiana,France,2020-03-30,recovered,6,0
French Polynesia,France,2020-03-30,recovered,0,0
Fujian,China,2020-03-30,recovered,295,0
Gansu,China,2020-03-30,recovered,125,0
Gibraltar,UK,2020-03-30,recovered,34,20
Grand Princess,Canada,2020-03-30,recovered,0,0
Greenland,Denmark,2020-03-30,recovered,2,0
Guadeloupe,France,2020-03-30,recovered,17,0
Guangdong,China,2020-03-30,recovered,1351,2
Guangxi,China,2020-03-30,recovered,250,0
Guizhou,China,2020-03-30,recovered,144,0
Hainan,China,2020-03-30,recovered,168,0
Hebei,China,2020-03-30,recovered,310,0
Heilongjiang,China,2020-03-30,recovered,469,0
Henan,China,2020-03-30,recovered,1251,0
Hong Kong,China,2020-03-30,recovered,123,11
Hubei,China,2020-03-30,recovered,62889,319
Hunan,China,2020-03-30,recovered,1014,0
Inner Mongolia,China,2020-03-30,recovered,74,0
Isle of Man,UK,2020-03-30,recovered,0,0
Jiangsu,China,2020-03-30,recovered,631,0
Jiangxi,China,2020-03-30,recovered,935,1
Jilin,China,2020-03-30,recovered,92,0
Liaoning,China,2020-03-30,recovered,124,0
Macau,China,2020-03-30,recovered,10,0
Manitoba,Canada,2020-03-30,recovered,0,0
Martinique,France,2020-03-30,recovered,0,0
Mayotte,France,2020-03-30,recovered,10,10
Montserrat,UK,2020-03-30,recovered,0,0
New Brunswick,Canada,2020-03-30,recovered,0,0
New Caledonia,France,2020-03-30,recovered,0,0
New South Wales,Australia,2020-03-30,recovered,4,0
Newfoundland and Labrador,Canada,2020-03-30,recovered,0,0
Ningxia,China,2020-03-30,recovered,75,0
Northern Territory,Australia,2020-03-30,recovered,0,0
Northwest Territories,Canada,2020-03-30,recovered,0,0
Nova Scotia,Canada,2020-03-30,recovered,0,0
Ontario,Canada,2020-03-30,recovered,0,0
Prince Edward Island,Canada,2020-03-30,recovered,0,0
Qinghai,China,2020-03-30,recovered,18,0
Quebec,Canada,2020-03-30,recovered,0,0
Queensland,Australia,2020-03-30,recovered,8,0
Recovered,Canada,2020-03-30,recovered,0,0
Reunion,France,2020-03-30,recovered,1,0
Saint Barthelemy,France,2020-03-30,recovered,1,1
Saint Pierre and Miquelon,France,2020-03-30,recovered,0,0
Saskatchewan,Canada,2020-03-30,recovered,0,0
Shaanxi,China,2020-03-30,recovered,242,0
Shandong,China,2020-03-30,recovered,753,1
